manga_id,title,score,scored_by,status,start_date,members,favorites,created_at_before,updated_at,genres,authors,serializations,synopsis,background,main_picture,url,title_english
840,Acid Town,7.9,3799,currently_publishing,3/22/2008,14392,316,2009-06-13 00:56:21+00:00,2022-04-16 18:57:19+00:00,"['Action', 'Boys Love', 'Drama']","[{'id': 3642, 'first_name': '', 'last_name': 'Kyuugou', 'role': 'Story & Art'}]",['RuTile'],"In a bleak city where gangs hold more authority than the law, Yukio ""Yuki"" Kousei and his close friend Tetsushi ""Tetsu"" deal fake drugs in the back alleys to earn some cash. However, with a chronically ill little brother in need of hospitalization, Yuki and Tetsu set their sights on a vault located in the office of the Seidoukai—a well-known yakuza group—in hopes of acquiring a large sum of untraceable money.

Their plan does not pan out, but Yuki catches the interest of the young boss, Kazutaka Hyodo, who promises to take care of his brother's hospital bills and let them go unpunished. But as all deals come with a price, Hyodo tells him to come to his office alone once a week—without fail. With his brother's health as his first priority, Yuki accepts without hesitation and begins to keep his end of the bargain, all while tension brews between Seidoukai and a rising gang thirsty for power.

[Written by MAL Rewrite]","Acid Town has been published in German by Carlsen Verlag since December 1, 2012 and in Polish by Studio JG since February 13, 2014.",https://cdn.myanimelist.net/images/manga/1/26516l.jpg,https://myanimelist.net/manga/14498/Acid_Town,
841,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,8.08,3086,currently_publishing,11/26/2018,13499,300,2018-11-13 01:56:59+00:00,2022-04-17 04:51:30+00:00,[],"[{'id': 3906, 'first_name': 'Takuma', 'last_name': 'Yokota', 'role': 'Art'}, {'id': 5854, 'first_name': 'Katsura', 'last_name': 'Ise', 'role': 'Story'}]",['Shounen Ace'],"The year is 1998. Hajime Kanou is a junior high student enthralled with the collectible card game Magic: The Gathering—dubbed ""Magic"" for short—playing with his classmates every day during breaks. His loud group often catches the attention of Emi Sawatari, the top student who berates Hajime's group for bringing such games to school. Hajime sees Emi as his self-proclaimed rival and challenges her to academic battles, which frequently result in his defeat.

One day, Hajime pays a visit to a card shop that specializes in Magic. Much to his surprise, not only does he find Emi inside, but he also discovers that she is the undisputed best Magic player in the store. This meeting sparks a slow but steady change in their relationship, as they grow to know each other better through various Magic duels. With the turn of the millennium drawing close, the saga of two youth begins.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/3/220187l.jpg,https://myanimelist.net/manga/116539/Subete_no_Jinrui_wo_Hakai_suru_Sorera_wa_Saisei_Dekinai,Destroy all humankind. They can't be regenerated.
842,"Kuzumi-kun, Kuuki Yometemasu ka?",7.61,14069,finished,3/21/2015,32660,578,2016-01-14 13:45:08+00:00,2022-04-17 18:39:37+00:00,"['Comedy', 'Romance']","[{'id': 39923, 'first_name': '', 'last_name': 'Mosco', 'role': 'Story & Art'}]",['Gangan Joker'],"Erika Sakura is her high school's most popular and attractive girl—many guys would love to date her and the girls worship her. For the sake of her reputation, she cannot see herself in a relationship with someone such as her classmate Kuzumi who is lame, boring, and dull. Unfortunately, fascinated with his quirky actions and lifestyle, Erika's mind is filled with Kuzumi and she seems unable to keep her eyes off him. 

Erika's interest in Kuzumi causes her to see the type of caring person that he really is. As other classmates chime in with curiosity about the school's madonna, events lead to Erika associating with the last person she ever expected to be involved with.

[Written by MAL Rewrite]


Included one-shot:
Volume 2, 5: Soga ga Kininaru! (pilot)","Kuzumi-kun, Kuuki Yometemasu ka? was published digitally in English as Kuzumi-kun, Can't You Read the Room by Yen Press from July 25, 2017 to December 24, 2019.",https://cdn.myanimelist.net/images/manga/1/171213l.jpg,https://myanimelist.net/manga/96050/Kuzumi-kun_Kuuki_Yometemasu_ka,"Kuzumi-kun, Can't You Read the Room"
843,Teito Seihai Kitan: Fate/type Redline,8.27,2736,currently_publishing,12/20/2019,8978,461,2020-01-05 17:56:39+00:00,2022-04-17 17:37:37+00:00,"['Action', 'Comedy', 'Fantasy', 'Supernatural']","[{'id': 41709, 'first_name': '', 'last_name': 'Keikenchi', 'role': 'Story'}, {'id': 41813, 'first_name': 'Ryouji', 'last_name': 'Hirano', 'role': 'Art'}]",['TYPE-MOON Comic Ace'],A remake of the comedy spin-off manga Koha-Ace GO: Teito Seihai Kitan.,,https://cdn.myanimelist.net/images/manga/2/234884l.jpg,https://myanimelist.net/manga/123444/Teito_Seihai_Kitan__Fate_type_Redline,
844,Opus,7.77,5160,finished,10/1/1995,17653,414,2011-01-06 03:51:26+00:00,2022-06-10 12:26:56+00:00,"['Adventure', 'Fantasy']","[{'id': 4580, 'first_name': 'Satoshi', 'last_name': 'Kon', 'role': 'Story & Art'}]",[],"As a conclusion to his serialized work ""Resonance,"" mangaka Chikara Nagai plans to kill off Lin, one of the most important characters, in an unexpected turn of events according to the popular view. Following a session of mostly negative feedback from his editor, Nagai faces yet another sleepless night drawing the last few panels of his manga.

In drowsiness, he discovered a furious Lin escaping after stealing the manga spread where he dies. Before Nagai can process anything, he gets sucked into the world of his own creation and finds himself amid a fight scene between the heroine Satoko Miura and the villain, ""The Masque."" Unable to distinguish between dream and reality, Nagai works with Satoko to search for an alternate ending to the manga, so he can find an exit and return to the real world.

[Written by MAL Rewrite]",Opus was Satoshi Kon's last manga before he debuted in the anime industry through Perfect Blue. The manga had been axed due to the cancellation of its publishing magazine. A missing end chapter to Opus was found after Kon's death.,https://cdn.myanimelist.net/images/manga/3/262552l.jpg,https://myanimelist.net/manga/23736/Opus,Satoshi Kon's Opus
845,Kono Bijutsubu ni wa Mondai ga Aru!,7.74,5662,currently_publishing,10/27/2012,20555,393,2013-04-18 19:58:31+00:00,2022-06-02 16:40:31+00:00,['Comedy'],"[{'id': 13095, 'first_name': 'Muru', 'last_name': 'Imigi', 'role': 'Story & Art'}]",['Dengeki Maoh'],"Mizuki Usami is a member of Tsukumori Middle School's art club. Despite putting a lot of effort into the club, Usami soon realizes one thing—all of the other members are not taking the club seriously at all! The president, who has never been motivated to draw anything, spends his time snoozing on the clubroom couch. Collette Colletour, a mischievous and energetic girl, likes to play pranks on her fellow members. Subaru Uchimaki, a skilled artist capable of winning prizes, instead uses his talent to create the perfect 2D bride.

Usami's middle school youth may not be as peaceful as she wishes, but there is never a dull moment during her time in the art club. And maybe—just maybe—they will find some time for art as well.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/1/261048l.jpg,https://myanimelist.net/manga/50331/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru,
846,Tekkon Kinkreet,8.02,3248,finished,1/1/1993,12328,324,2007-07-17 20:14:45+00:00,2022-04-17 04:57:24+00:00,['Action'],"[{'id': 2409, 'first_name': 'Taiyou', 'last_name': 'Matsumoto', 'role': 'Story & Art'}]",['Big Comic Spirits'],"Orphaned on the mean streets of Treasure Town, lost boys Black and White must mug, steal and fight to survive. Around them moves a world of corruption and loneliness, small-time crooks and neurotic police officers, and a band of sadistic yakuza who have plans for their once-fair city. Can they rise above their environment? Surreal manga influenced by European comics.","Tekkon Kinkreet was published in English as Black & White by VIZ Media from March 8, 1999 to November 20, 2000. VIZ Media republished the series in a complete omnibus under the VIZ Signature imprint on September 25, 2007.",https://cdn.myanimelist.net/images/manga/2/151420l.jpg,https://myanimelist.net/manga/442/Tekkon_Kinkreet,Tekkonkinkreet: Black & White
847,Citrus,7.57,36445,finished,11/17/2012,79240,4740,2013-04-10 08:01:42+00:00,2022-04-18 05:00:50+00:00,"['Drama', 'Erotica', 'Girls Love']","[{'id': 20176, 'first_name': '', 'last_name': 'Saburouta', 'role': 'Story & Art'}]",['Comic Yuri Hime'],"Yuzu Aihara is a girl who loves fashion and is always worried about her appearance. She likes to go out with her friends, but has never kissed or dated anyone before. But her life turns upside down when her mother remarries and Yuzu is transferred to a very strict all-girls school, where she can't wear makeup and earrings or even bring a cellphone. Deciding to rebel, she dresses how she likes on her first day, and because of that, she is called out in front of the entire school by the student council president: Mei Aihara, a girl who is the complete opposite of Yuzu.

To make her situation worse, when Yuzu gets home, she finds out that she has a new sister, and it turns out to be none other than Mei herself. Annoyed with the circumstances, the student council president kisses her, in an effort to prove a point. However, everything changes when Yuzu seems to like it and can't stop thinking about it.

[Written by MAL Rewrite]","Citrus was published in English by Seven Seas Entertainment from December 16, 2014 to July 23, 2019. It has also been published in Spanish by Ivrea since 2016, and in Polish by Waneko since 2019.",https://cdn.myanimelist.net/images/manga/3/185905l.jpg,https://myanimelist.net/manga/50145/Citrus,Citrus
848,Dr. Stone Reboot: Byakuya,7.7,6692,finished,10/28/2019,11913,121,2019-11-16 00:28:54+00:00,2022-07-18 21:23:25+00:00,"['Adventure', 'Sci-Fi']","[{'id': 1902, 'first_name': 'Riichiro', 'last_name': 'Inagaki', 'role': 'Story'}, {'id': 3537, 'first_name': '', 'last_name': 'Boichi', 'role': 'Story & Art'}]",['Shounen Jump (Weekly)'],"What did humanity's final astronaut, Byakuya Ishigami, do when he saw everyone on earth turn to stone from the international space station? A special side story written and drawn by Boichi Sensei himself! The first simultaneous series and side story serialization in Weekly Shonen Jump history!

(Source: MANGA Plus)","Dr. Stone Reboot: Byakuya was simulpub in English through MANGA Plus service. It was published in English by VIZ Media under the Shonen Jump imprint on March 2, 2021.",https://cdn.myanimelist.net/images/manga/2/227742l.jpg,https://myanimelist.net/manga/122464/Dr_Stone_Reboot__Byakuya,Dr. Stone Reboot: Byakuya
849,Tenshi ja Nai!!,7.88,3858,finished,2/6/2003,8503,115,2007-07-17 20:14:45+00:00,2022-03-02 19:59:01+00:00,"['Comedy', 'Drama', 'Romance']","[{'id': 2634, 'first_name': 'Takako', 'last_name': 'Shigematsu', 'role': 'Story & Art'}]",['Princess'],"In the play of life, all Hikaru Takabayashi wanted was to be part of the scenery. Tormented by jealous schoolmates ever since she appeared in a famous commercial in grade-school, Hikaru transfers to a prestigious all-girls' academy where she hopes to settle down to a quiet life of anonymity. But when her new roommate turns out to be the super-popular TV idol Izumi Kido, Hikaru finds herself thrown smack in the spotlight's glare once more!

And as if living with a celebrity wasn't bad enough, Hikaru discovers that there's more to Izumi than her ""good girl"" image—she's a he! And this is only the first of Izumi's many dangerous secrets! Now Hikaru's the unwilling star player in a madcap tale of deception, abduction, humiliation and blackmail... you know—the usual romantic stuff.

(Source: Go! Comi)","Tenshi Ja Nai!! was published in English by Go! Comi from November 2, 2005 to October 17, 2007.",https://cdn.myanimelist.net/images/manga/3/217l.jpg,https://myanimelist.net/manga/820/Tenshi_ja_Nai,I'm no Angel!
850,Rakudai Kishi no Cavalry,7.95,3460,currently_publishing,7/13/2013,15226,434,2013-08-18 01:13:44+00:00,2022-04-17 18:05:49+00:00,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Supernatural']","[{'id': 24859, 'first_name': '', 'last_name': 'Won', 'role': 'Art'}, {'id': 24919, 'first_name': 'Riku', 'last_name': 'Misora', 'role': 'Story'}]",[],"In a time and place where one's soul can be morphed into a weapon, there are modern-day magicians called Mage-Knights. Although Kurogane Ikki is a student at an institution that trains Mage-Knights, he has no particular talent in magic and is labeled the ""Failure Knight"" or ""Worst One."" Getting way less than average marks in the scorings, he was forced to repeat a year. But with the arrival of a new head of the institution, a new rule was created: knights whose abilities are compatible, as decided by the board, must share rooms and attend practice and training together throughout their school years to bring up their abilities to the max. It is a rule to implement the absolute verdict of ability.

Ikki's roommate, Stella Vermillion, turns out to be a princess of another foreign country. Stella is a Rank A knight: the type of genius in magic who only appears once a decade. When Ikki walked in on her while she was changing her clothes, it caused a huge misunderstanding, which eventually ended up in a duel between the two of them. The punishment for the losing side is Eternal Submission to the winning side.

Forced to live the same room and practice magic together throughout all their school years, how will Stella and Ikki's relationship evolve?

(Source: Baka-Tsuki)","Rakudai Kishi no Cavalry has been published in English as Chivalry of a Failed Knight by Sol Press since November 16, 2019.",https://cdn.myanimelist.net/images/manga/2/157992l.jpg,https://myanimelist.net/manga/57201/Rakudai_Kishi_no_Cavalry,Chivalry of a Failed Knight
851,Sakurasou no Pet na Kanojo,8.01,3231,finished,1/10/2010,14895,389,2011-09-26 03:43:36+00:00,2022-04-15 06:29:22+00:00,"['Comedy', 'Romance', 'Slice of Life']","[{'id': 14013, 'first_name': 'Hajime', 'last_name': 'Kamoshida', 'role': 'Story'}, {'id': 19950, 'first_name': 'Keiji', 'last_name': 'Mizoguchi', 'role': 'Art'}]",[],"Sorata Kanda, an amicable student enrolled at Suimei High School, is evicted out of the student dorms for adopting a stray cat. Having his kindness backfire on him, he ends up at the notorious ""Sakura Hall,"" where he meets its residents—a cast of eccentric, artistic prodigies. Stuck with an increasing number of stray cats in addition to being average amongst geniuses, Sorata is determined to find new owners for these cats and leave Sakura Hall for good.

Shortly after moving in, his life is further thrown into disarray as he is tasked with taking care of Mashiro Shiina, a new transfer student and aspiring manga author. Despite being a world-renowned artist, she lacks common sense and is utterly incapable of looking out for herself. With the support of their fellow Sakura Hall residents, Sorata and Mashiro grow ever closer as they weave through the webs of expectations and determine their self-worth, striving to discover their true calling in life.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/2/159577l.jpg,https://myanimelist.net/manga/30051/Sakurasou_no_Pet_na_Kanojo,
852,Hakushaku Cain Series,7.92,3597,finished,1/1/1992,8947,231,2007-07-17 20:14:45+00:00,2022-07-07 22:36:19+00:00,"['Horror', 'Mystery']","[{'id': 2039, 'first_name': 'Kaori', 'last_name': 'Yuki', 'role': 'Story & Art'}]",['Hana to Yume'],"Delve into the tortured past of Earl Cain C. Hargreaves, charismatic heir to a wealthy family full of secrets, lies and unthinkable crimes. The prequel to the Godchild series, The Cain Saga  follows the young Cain as he attempts to unravel the secrets of his birth, all the while solving each new mystery that comes his way.

(Source: VIZ Media)","Hakushaku Cain Series was published as The Cain Saga by VIZ Media under the Shojo Beat imprint from October 3, 2006 to June 5, 2007. Volume 4 was split into two parts.",https://cdn.myanimelist.net/images/manga/3/160529l.jpg,https://myanimelist.net/manga/885/Hakushaku_Cain_Series,The Cain Saga
853,Ai Kora,7.66,8084,finished,7/6/2005,15126,369,2007-07-17 20:14:45+00:00,2022-03-14 21:57:34+00:00,"['Comedy', 'Drama', 'Ecchi', 'Romance']","[{'id': 2541, 'first_name': 'Kazurou', 'last_name': 'Inoue', 'role': 'Story & Art'}]",['Shounen Sunday'],"Maeda Hachibei is peculiar, because, when most males lusting after gorgeous females, he instead lusts after discrete parts. When he relocates to Tokyo to attend school, he finds himself living in a dormitory with five females, each possessing a distinct ideal physical trait he desires: gorgeous blue eyes, bullet-train breasts, a deep dulcet voice, and straight ""anime-esque"" legs. Can he manage to keep his wits when these women surround him? Although you would not be completely incorrect if you believe this is like Love Hina… Hachibei is no Keitaro. 

(Source: Musashi Quality)

Included one-shot:
Volume 12: The Boy Who Heard Too Much",,https://cdn.myanimelist.net/images/manga/2/60629l.jpg,https://myanimelist.net/manga/615/Ai_Kora,
854,Viral Hit,8.04,3126,currently_publishing,11/15/2019,7540,310,2021-08-01 21:49:51+00:00,2022-06-20 15:57:51+00:00,['Action'],"[{'id': 10904, 'first_name': 'Jung-Hyun', 'last_name': 'Kim', 'role': 'Art'}, {'id': 47382, 'first_name': 'Tae-Jun', 'last_name': 'Park', 'role': 'Story'}]",['Naver Webtoon'],"Bullied by his classmate and popular Newtube streamer Pakgo, Yoo Hobin's high school days are filled with humiliation and abuse. His troubles don't end there though; outside of school, Hobin slaves away at a part-time job to pay for his mother's hospital bills. One day, Hobin accidentally spills ramen on Pakgo's cameraman ""Jiksae,"" tripping over a cord and disconnecting the other boy from his gaming stream. Finally fed up with his miserable lifestyle, Hobin fights back and ends up in a pathetic brawl with Jiksae.

The next morning, it is revealed that the camera from Jiksae's stream had been recording the two boys' entire embarrassing fight. Moreover, the footage was accidentally uploaded to Newtube and had gone viral overnight, earning Hobin a whopping ten million won from viewership.

Drawn to the money Newtube streaming can offer him and his mother, Hobin works together with unlikely ally Jiksae to produce more videos of him fighting and see how far Newtube streaming can take them. Taking on bullies like Pakgo and other seemingly unsurpassable opponents, Hobin will either rise to the top of the streaming world or finally meet a foe he can't outsmart.

[Written by MAL Rewrite]","Viral Hit is originally a webtoon series which has been officially published in book format since July 31, 2021. The series has been published digitally in English by LINE Webtoon since October 13, 2020.",https://cdn.myanimelist.net/images/manga/1/248716l.jpg,https://myanimelist.net/manga/139164/Viral_Hit,Viral Hit
855,Demi-chan wa Kataritai,7.74,5441,currently_publishing,9/5/2014,21937,236,2014-11-23 15:51:43+00:00,2022-04-16 08:50:50+00:00,"['Comedy', 'Fantasy']","[{'id': 4546, 'first_name': '', 'last_name': 'Petosu', 'role': 'Story & Art'}]",['Young Magazine the 3rd'],"Succubus, Dullahan and Vampire. They are known as Ajin, or ""demi""s and are slightly different than the average human. They have lived alongside humans for ages under persecution. However, in recent years, they have become accepted as members of society. This manga follows a high school biology teacher who has a great interest in demis and his interaction with the various demis in his school, each with their own cute problems.

(Source: MU)","Demi-chan wa Kataritai has been published in English as Interviews with Monster Girls by Kodansha Comics USA since November 1, 2016.",https://cdn.myanimelist.net/images/manga/2/188778l.jpg,https://myanimelist.net/manga/82745/Demi-chan_wa_Kataritai,Interviews with Monster Girls
856,NightS,7.8,4571,finished,7/1/2008,8665,56,2009-09-16 01:50:53+00:00,2022-06-26 14:39:19+00:00,"['Boys Love', 'Drama', 'Erotica']","[{'id': 6257, 'first_name': 'Kou', 'last_name': 'Yoneda', 'role': 'Story & Art'}]",['Magazine Be x Boy'],"1. NightS
2. Kanjou Spectrum
3-4. Reply
5. Sankagetsu Go no Reply
6. Night one month after","NightS was published in English by SuBLime on January 14, 2014 and in Polish by Kotori in May 2015.",https://cdn.myanimelist.net/images/manga/3/263650l.jpg,https://myanimelist.net/manga/16061/NightS,NightS
857,Starlike Words,7.66,8072,finished,4/8/2010,15151,112,2011-05-08 00:17:55+00:00,2022-04-06 15:33:35+00:00,"['Boys Love', 'Erotica']","[{'id': 10867, 'first_name': '', 'last_name': 'Junko', 'role': 'Story & Art'}]",['GUSH'],"High school student Subaru wouldn’t reject a sexual favour, but dating is out of the question when he’s not in love. 

Stumbling upon a beautiful painting in school, he knows he’s found his first love – the artist behind the work. But winning the heart of his love interest isn’t going to be easy, particularly with his promiscuous lifestyle…   

(Source: MU)
",,https://cdn.myanimelist.net/images/manga/1/86487l.jpg,https://myanimelist.net/manga/25682/Starlike_Words,
858,Escape Journey,7.84,4074,finished,2/6/2015,10563,183,2015-10-13 21:58:52+00:00,2022-04-13 14:42:47+00:00,"['Boys Love', 'Drama', 'Erotica']","[{'id': 34943, 'first_name': 'Tanaka', 'last_name': 'Ogeretsu', 'role': 'Story & Art'}]",['Magazine Be x Boy'],"In college, Naoto has an unexpected reunion with ex-boyfriend Taichi who he broke up with for denouncing him as ""sexual gratification."" Naoto had been firmly influenced by his hatred of this past incident but, little by little his heart is starting to forgive Taichi who has really grown when compared to their time in high school... While that's happening, their friend Fumi-chan seems to be in love with Taichi...? When they are friends, they have extraordinary compatibility, but turning it into love isn't going too well. A love story filled with emotional scars.","Escape Journey was published in English by SuBLime from September 11, 2018 to April 9, 2019.",https://cdn.myanimelist.net/images/manga/2/165587l.jpg,https://myanimelist.net/manga/93609/Escape_Journey,Escape Journey
859,My Home Hero,7.93,3501,currently_publishing,5/29/2017,19298,216,2017-07-03 00:49:43+00:00,2022-07-14 09:29:00+00:00,"['Drama', 'Suspense']","[{'id': 2577, 'first_name': 'Masashi', 'last_name': 'Asaki', 'role': 'Art'}, {'id': 41546, 'first_name': 'Naoki', 'last_name': 'Yamakawa', 'role': 'Story'}]",['Young Magazine (Weekly)'],"Tetsuo Tosu, an ordinary salaryman, discovers his daughter, Reika, has been physically abused by her boyfriend, Nobuto Matori. Trying to learn more about him, Tetsuo uncovers Matori's scheme to extort money from Reika's wealthy grandparents and finds out that he is a member of a crime syndicate, with a history of murdering his former girlfriends.

Filled with rage and fear at the thought of Reika being in danger, Tetsuo ends up killing Nobuto, and with the help of his wife, Kasen, successfully disposes of the body. Now, as the members of the syndicate begin to question Nobuto's sudden disappearance, Tetsuo and Kasen must work together to ensure the safety of their daughter and prevent her from getting involved in the predicament any further.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/1/200302l.jpg,https://myanimelist.net/manga/108032/My_Home_Hero,
860,Kiniro no Corda,7.81,4424,finished,3/5/2004,10893,278,2007-07-17 20:14:45+00:00,2022-04-17 06:25:13+00:00,"['Comedy', 'Drama', 'Romance']","[{'id': 3796, 'first_name': 'Yuki', 'last_name': 'Kure', 'role': 'Story & Art'}]",['LaLa'],"Every few years, the prestigious Seiso Academy holds a prominent musical competition, and only the very best students at the Academy are allowed to participate. Though all are eligible to apply, only students from the music department actually make it to the competition...until now.

(Source: VIZ Media)","Kiniro no Corda was published in English as La Corda d'Oro by VIZ Media under the Shojo Beat imprint from October 3, 2006 to May 7, 2013. The series is based on the 2003 video game of the same name, of which mangaka Yuki Kure was the character designer.",https://cdn.myanimelist.net/images/manga/3/19430l.jpg,https://myanimelist.net/manga/1051/Kiniro_no_Corda,La Corda d'Oro
861,Joou to Shitateya,7.9,3661,finished,1/30/2013,6846,110,2016-06-09 21:17:08+00:00,2022-04-03 05:49:52+00:00,"['Boys Love', 'Erotica', 'Romance', 'Slice of Life']","[{'id': 27087, 'first_name': 'Scarlet', 'last_name': 'Beriko', 'role': 'Story & Art'}]",['Cheri+'],"Accepting his superior's recommendation, interior designer Oumi Jouno pays a visit to a fabled tailor shop in the back of an antique street. He is skeptical about the shop's stellar reputation; apparently, an urban legend is making the rounds that donning their suit will bring instant success to the wearer. The shop's interiors may be classy and to die for, but his initial impression of the surly, blunt owner, Tetsuya Shida does nothing to improve his opinion—especially when Shida refuses to prioritize Oumi's order and calmly tells him to wait an entire month! Oumi is quick to leave, vowing never to visit the shop again. However, one glimpse at the tailor's gentle smile while he works is enough to intrigue the stubborn interior designer and bring him back. Joou to Shitateya is the story of what happens when an unstoppable force meets an immovable object—and falls irrevocably in love.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/1/186508l.jpg,https://myanimelist.net/manga/99221/Joou_to_Shitateya,Queen and the tailor
862,Gomashio to Pudding,7.95,3405,finished,7/27/2018,6941,180,2020-12-10 20:38:41+00:00,2022-04-16 00:42:15+00:00,"['Comedy', 'Romance']","[{'id': 8438, 'first_name': 'Yufuko', 'last_name': 'Suzuki', 'role': 'Story & Art'}]",[],"Twenty-two-year-old Haruhi Fukunaga lives her dream life in Tokyo working her long-desired job as a heavy machine operator. When her father suddenly demands that she return to the countryside to help with the family business, a frustrated Haruhi decides to visit a bar for a few drinks. The next morning, she discovers that—in her drunken stupor—she had married a man twice her age! Feeling partially responsible for the incident, Haruhi's now-husband Nagato Sunohara determines to assist his new bride in convincing her father that Tokyo is where she truly belongs.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/3/238374l.jpg,https://myanimelist.net/manga/131807/Gomashio_to_Pudding,
863,Origin,7.67,7485,finished,9/5/2016,23633,325,2016-09-05 05:33:10+00:00,2022-04-17 01:38:29+00:00,"['Action', 'Award Winning', 'Sci-Fi']","[{'id': 3537, 'first_name': '', 'last_name': 'Boichi', 'role': 'Story & Art'}]",['Young Magazine (Weekly)'],"The year is AD 2048. Japan is connected to the Eurasian continent by a transcontinental railroad. The capital, Tokyo, has become a crucible of criminals and terrorists. And so, in the metropolitan darkness a mysterious presence attacks and slaughters people, unnoticed, night after night... Just what are these ""things that are not human"" living in hiding in the human world? And just who is this ""Origin"" person who faces them?",,https://cdn.myanimelist.net/images/manga/3/187163l.jpg,https://myanimelist.net/manga/101119/Origin,
864,Gokurakugai Sanban-doori no Ken,7.71,6054,finished,1/27/2020,11832,184,2020-03-31 20:17:56+00:00,2022-07-03 19:40:43+00:00,"['Action', 'Supernatural']","[{'id': 51180, 'first_name': 'Yuuto', 'last_name': 'Sano', 'role': 'Story & Art'}]",['Jump SQ.Rise'],"The ""problem solvers"" spring into action in the Gokuraku district, a distinguished, lawless district...",,https://cdn.myanimelist.net/images/manga/3/229430l.jpg,https://myanimelist.net/manga/125448/Gokurakugai_Sanban-doori_no_Ken,
865,Michiru Heya,7.92,3531,finished,8/12/2006,7509,59,2008-12-29 05:03:57+00:00,2021-12-08 06:28:02+00:00,"['Boys Love', 'Erotica']","[{'id': 3243, 'first_name': 'Yonezou', 'last_name': 'Nekota', 'role': 'Story & Art'}]",[],"Reno has a new roommate, his name is Roje, and there seem to be a lot of nasty rumours about him in this boys' school. They call him ""Casanova,"" he sells his body to almost anyone willing to pay for it. Reno is surprised to find that, for Roje, this is only business; transaction is over when people get the wrong idea about something that's just sex. Reno just wonders how is that such a nice person can be so cold at times, why is it that he can do those things as if it means nothing? and why he can't get close enough even when they are friends...naturally, curiosity becomes a heavy load.

Will Reno be able to suppress these feelings? Especially when Roje seems to be interested in nothing but money...

(Source: Queen2408)",,https://cdn.myanimelist.net/images/manga/2/15815l.jpg,https://myanimelist.net/manga/11670/Michiru_Heya,
866,Winter Woods,8.09,2944,finished,7/13/2014,7556,203,2018-04-03 16:48:10+00:00,2022-04-07 23:39:40+00:00,"['Fantasy', 'Horror', 'Mystery', 'Romance']","[{'id': 48009, 'first_name': '', 'last_name': 'Cosmos', 'role': 'Story'}, {'id': 48010, 'first_name': '', 'last_name': 'VAN.J', 'role': 'Art'}]",['Naver Webtoon'],"A few thousand years has passed since an alchemist created Winter. He is now living with Jane learning what it means to be alive as a human.

(Source: LINE Webtoon)","Winter Woods is originally a webtoon which was officially published in a paperbook format by artePOP (아르테팝) on February 23, 2018. The series was published digitally in English by LINE Webtoon from November 19, 2014 to June 7, 2017.",https://cdn.myanimelist.net/images/manga/3/208547l.jpg,https://myanimelist.net/manga/113671/Winter_Woods,Winter Woods
867,Akagi: Yami ni Oritatta Tensai,8.09,2940,finished,6/1/1991,9982,325,2007-09-21 02:42:30+00:00,2022-04-16 14:53:39+00:00,"['Action', 'Drama']","[{'id': 2539, 'first_name': 'Nobuyuki', 'last_name': 'Fukumoto', 'role': 'Story & Art'}]",['Kindai Mahjong'],"While mahjong is a game that is often played with family and friends, it is also a game that is played in the darkest corners of society. Nangou is a compulsive gambler who has accumulated debt over three million yen. In a last ditch attempt to clear his record, he decides to wager his life on a game of mahjong with the mafia. Unfortunately, as the game progresses, Nangou only moves further from the prize and closer to death.

When all hope seems lost, the game parlor is suddenly intruded upon by Shigeru Akagi, a young boy on the run from the police. Desperate to turn the game around, Nangou hands the game over to Akagi after teaching him a few of the rules. The mafia can only smirk as Akagi sits down to play. However, they soon come to learn that Akagi is a natural born gambler. An imposing figure who does not fear death. One who is destined to become a legend.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/2/191155l.jpg,https://myanimelist.net/manga/1218/Akagi__Yami_ni_Oritatta_Tensai,
